driverId,name,ssn,location,certified,wage-plan
68,Kimberly Wagner,406-06-5927,"318 Neal Falls
East Tommy, VT 42114",N,miles
69,Haley Richardson,635-94-8567,"USCGC Sharp
FPO AA 67978",Y,miles
70,Joseph Rivera,200-38-3730,"06452 Fuentes Track Apt. 899
South Ralph, WI 56322",N,miles
71,Justin Curry,051-62-8466,"0832 Harris Fords Suite 735
Wadefurt, LA 05914",Y,hours
72,Maureen Bridges,818-95-5427,"27159 Jeanette Gardens Suite 545
Port Tracyport, OR 52330",Y,hours
73,Stephanie Hughes,154-77-4167,"7939 Aguirre Road Suite 998
North Loriberg, ND 87218",Y,miles
74,Jamie Sims,815-49-7576,"90305 Morris Falls Suite 320
East Maryfort, OR 09311",N,miles
75,Adriana Powers,790-91-8809,"616 Chad Shores
Newmanborough, NH 22584",N,hours
76,Gregory Meyers,694-22-2036,"0872 Riley Rest
North Jesseton, PA 91224",N,hours
77,Kenneth Raymond,866-31-8885,"878 Galvan Station
Marquezmouth, SD 46095",Y,hours
78,Jonathan Pope,561-82-1693,"8650 Cook Row
West Shane, PW 31729",N,hours
79,Charles Baker,737-63-2367,"83002 Novak Tunnel Suite 903
South Jeff, PR 01029",N,hours
80,Brian Gonzalez,841-96-6163,"USS Nicholson
FPO AE 90644",Y,hours
81,Richard Hopkins,391-49-7711,"USNS Carr
FPO AP 21053",N,hours
82,Shaun Wright,040-43-6132,"859 Gomez Shoals
Josephmouth, ME 41501",Y,hours
83,Stacy Hernandez,747-13-1764,"436 Lee Street
South Adam, NV 96117",N,hours
84,Katie Rice,360-79-0434,"3504 Kyle Expressway Apt. 730
Josephhaven, TN 80974",Y,hours
85,Erin White,099-74-8314,"83709 Mclean Flats
Huntshire, IA 02384",Y,miles
86,Daniel Koch,036-43-7205,"05162 Morgan Mills Suite 475
Danielstad, SC 85001",Y,miles
87,Daniel Lopez,304-53-8174,"379 Perry Curve
Millerfort, PR 95409",N,miles
88,Paul Lara,177-71-1698,"4039 Lewis Cove
Amandafort, OH 26366",N,miles
89,Carlos Hood,236-10-7185,"3751 Flores Extension Apt. 116
Dawnmouth, DC 98812",N,miles
90,Karen Howard,609-53-6907,"384 Paul Station
Port Karl, PA 43889",Y,miles
91,Christina Khan,583-37-0382,"Unit 0068 Box 1016
DPO AE 24767",N,miles
92,Kimberly Clay,594-28-2227,"39726 Page Streets Apt. 905
Susanville, MN 47285",Y,hours
93,Christian Evans,608-69-3175,"10434 Stevens Centers
Randallfurt, NE 47964",N,hours
94,Arthur Harris,640-63-3843,"2063 Wall Ridges
Greentown, TN 80211",Y,hours
95,Michelle Brown,590-81-9541,"540 Cooke Knoll Suite 356
Micheleton, WV 17146",Y,miles
96,Sarah Brown,549-26-2712,"6276 Parsons Expressway
Jessicaview, MN 99310",Y,hours
97,Rachel Fox,253-98-4863,"8907 Li Oval Apt. 035
Hamptonside, WY 03204",N,hours
98,Amanda Dean,007-02-4036,"246 Krista Plaza
North Sarah, AZ 40710",N,miles
99,Stacy Watson,404-93-6352,"29730 Sean Track Suite 632
Oliverfurt, VI 61424",N,hours
100,Michael Williams,632-52-6737,"81138 Clements Knoll Apt. 631
North Ann, GU 71841",Y,miles
101,Jesse Anderson,610-19-0020,"1722 James Inlet
Port Tina, HI 53950",N,hours
102,Lisa Hill,499-92-2598,"Unit 5669 Box 4695
DPO AP 36807",N,miles
103,Michelle Strickland,799-06-5101,"0608 Michael Rest Apt. 834
Port Richardfurt, SD 08365",N,hours
104,Joseph Jackson,534-25-9047,"3919 Meghan Motorway Apt. 061
West Jacobmouth, ME 29123",N,miles
105,Jessica Klein,209-61-6512,"921 William Shores
Jaredberg, DC 69278",N,miles
106,Bryce Robinson,391-24-9309,"3507 Stewart Bypass Apt. 637
Lake Jesse, AL 68690",Y,miles
107,Lauren Johnson,350-94-4094,"16693 Mcdonald Stream Suite 937
Deckerside, TN 02918",N,hours
108,Christina Ortiz,736-92-8028,"8218 Conway Burg
East Robert, MP 72357",N,hours
109,Michael Ball,283-26-4649,"464 Jonathan Plaza
Port Justin, AK 68274",N,miles
